operationId,operationDate,operationType,note,totalAmtAccepted,propositions
RP 052725 1,2025-05-27,Reverse Repo,,138066000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 135491000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 052325 1,2025-05-23,Reverse Repo,,154841000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2125000000}, {'counterpartyType': 'mmf', 'amtAccepted': 152616000000}, {'counterpartyType': 'pd', 'amtAccepted': 100000000}]"
RP 052225 1,2025-05-22,Reverse Repo,,173018000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3300000000}, {'counterpartyType': 'mmf', 'amtAccepted': 169718000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 052125 1,2025-05-21,Reverse Repo,,162802000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 156302000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 052025 1,2025-05-20,Reverse Repo,,136033000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130583000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 051925 1,2025-05-19,Reverse Repo,,180417000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 9400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 171016000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 051625 1,2025-05-16,Reverse Repo,,136799000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 134049000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 051525 1,2025-05-15,Reverse Repo,,109436000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 106659000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]"
RP 051425 1,2025-05-14,Reverse Repo,,165024000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 5650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 159373000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 051325 1,2025-05-13,Reverse Repo,,144214000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 3210000000}, {'counterpartyType': 'mmf', 'amtAccepted': 141003000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 051225 1,2025-05-12,Reverse Repo,,147505000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 143454000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 050925 1,2025-05-09,Reverse Repo,,142272000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6200000000}, {'counterpartyType': 'mmf', 'amtAccepted': 136072000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 050825 1,2025-05-08,Reverse Repo,,139768000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 136018000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 050725 1,2025-05-07,Reverse Repo,,154859000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 150208000000}, {'counterpartyType': 'pd', 'amtAccepted': 250000000}]"
RP 050625 1,2025-05-06,Reverse Repo,,129858000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125958000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 050525 1,2025-05-05,Reverse Repo,,124690000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 120915000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 050225 1,2025-05-02,Reverse Repo,,147882000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3505000000}, {'counterpartyType': 'mmf', 'amtAccepted': 144377000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 050125 1,2025-05-01,Reverse Repo,,157353000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3685000000}, {'counterpartyType': 'mmf', 'amtAccepted': 153668000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 043025 1,2025-04-30,Reverse Repo,,250601000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 36225000000}, {'counterpartyType': 'mmf', 'amtAccepted': 214376000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042925 1,2025-04-29,Reverse Repo,,157537000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 150112000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042825 1,2025-04-28,Reverse Repo,,148649000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 144374000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042525 1,2025-04-25,Reverse Repo,,94021000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 90021000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042425 1,2025-04-24,Reverse Repo,,130004000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4335000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125669000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042325 1,2025-04-23,Reverse Repo,,171780000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3865000000}, {'counterpartyType': 'mmf', 'amtAccepted': 167915000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042225 1,2025-04-22,Reverse Repo,,137951000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5465000000}, {'counterpartyType': 'mmf', 'amtAccepted': 132486000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 042125 1,2025-04-21,Reverse Repo,,114114000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4415000000}, {'counterpartyType': 'mmf', 'amtAccepted': 109699000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 041725 1,2025-04-17,Reverse Repo,,58600000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4615000000}, {'counterpartyType': 'mmf', 'amtAccepted': 53985000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 041625 1,2025-04-16,Reverse Repo,,54772000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2565000000}, {'counterpartyType': 'mmf', 'amtAccepted': 52207000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 041525 1,2025-04-15,Reverse Repo,,88878000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3490000000}, {'counterpartyType': 'mmf', 'amtAccepted': 85388000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 041425 1,2025-04-14,Reverse Repo,,102838000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4880000000}, {'counterpartyType': 'mmf', 'amtAccepted': 97956000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]"
RP 041125 1,2025-04-11,Reverse Repo,,98531000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4155000000}, {'counterpartyType': 'mmf', 'amtAccepted': 94326000000}, {'counterpartyType': 'pd', 'amtAccepted': 50000000}]"
RP 041025 1,2025-04-10,Reverse Repo,,129950000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4455000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125494000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040925 1,2025-04-09,Reverse Repo,,168115000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4515000000}, {'counterpartyType': 'mmf', 'amtAccepted': 163600000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040825 1,2025-04-08,Reverse Repo,,156911000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 152286000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040725 1,2025-04-07,Reverse Repo,,148146000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 143721000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040425 1,2025-04-04,Reverse Repo,,184499000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5190000000}, {'counterpartyType': 'mmf', 'amtAccepted': 179309000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040325 1,2025-04-03,Reverse Repo,,196265000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4580000000}, {'counterpartyType': 'mmf', 'amtAccepted': 191685000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040225 2,2025-04-02,Reverse Repo,,233488000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5025000000}, {'counterpartyType': 'mmf', 'amtAccepted': 228463000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040125 2,2025-04-01,Reverse Repo,,230063000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4305000000}, {'counterpartyType': 'mmf', 'amtAccepted': 225758000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 033125 3,2025-03-31,Reverse Repo,,399167000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 50475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 348692000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032825 2,2025-03-28,Reverse Repo,,286575000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 279825000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032725 2,2025-03-27,Reverse Repo,,291785000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 287260000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032625 1,2025-03-26,Reverse Repo,,241371000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 237746000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032525 1,2025-03-25,Reverse Repo,,214786000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 210861000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032425 1,2025-03-24,Reverse Repo,,196565000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 191665000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032125 1,2025-03-21,Reverse Repo,,200850000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6310000000}, {'counterpartyType': 'mmf', 'amtAccepted': 194540000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032025 1,2025-03-20,Reverse Repo,,192640000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8030000000}, {'counterpartyType': 'mmf', 'amtAccepted': 184610000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031925 1,2025-03-19,Reverse Repo,,193378000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9080000000}, {'counterpartyType': 'mmf', 'amtAccepted': 184298000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031825 1,2025-03-18,Reverse Repo,,149503000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8080000000}, {'counterpartyType': 'mmf', 'amtAccepted': 141423000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031725 1,2025-03-17,Reverse Repo,,89496000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 83871000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031425 1,2025-03-14,Reverse Repo,,126234000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 120609000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031325 1,2025-03-13,Reverse Repo,,113435000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 105834000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]"
RP 031225 1,2025-03-12,Reverse Repo,,131055000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 123680000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031125 1,2025-03-11,Reverse Repo,,137310000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 129560000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031025 1,2025-03-10,Reverse Repo,,129054000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 123654000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 030725 1,2025-03-07,Reverse Repo,,136305000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130730000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 030625 1,2025-03-06,Reverse Repo,,129269000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 121319000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 030525 5,2025-03-05,Reverse Repo,,139493000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130343000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 030425 1,2025-03-04,Reverse Repo,,135257000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 10275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 124982000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 030325 1,2025-03-03,Reverse Repo,,119987000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 110637000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022825 1,2025-02-28,Reverse Repo,,234422000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 33025000000}, {'counterpartyType': 'mmf', 'amtAccepted': 201397000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022725 99,2025-02-27,Reverse Repo,This is a small value exercise for operational readiness testing. The regular ON RRP operation will still take place at its regularly scheduled time (12:45 PM ET),104000000,"[{'counterpartyType': 'bank', 'amtAccepted': 11000000}, {'counterpartyType': 'gse', 'amtAccepted': 10000000}, {'counterpartyType': 'mmf', 'amtAccepted': 59000000}, {'counterpartyType': 'pd', 'amtAccepted': 24000000}]"
RP 022725 1,2025-02-27,Reverse Repo,,182044000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 172169000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022625 1,2025-02-26,Reverse Repo,,126058000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 9751000000}, {'counterpartyType': 'mmf', 'amtAccepted': 116307000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022525 1,2025-02-25,Reverse Repo,,96000000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 87950000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022425 1,2025-02-24,Reverse Repo,,76818000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 69393000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022125 1,2025-02-21,Reverse Repo,,68983000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 61033000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 022025 1,2025-02-20,Reverse Repo,,63207000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 55157000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021925 1,2025-02-19,Reverse Repo,,73196000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8305000000}, {'counterpartyType': 'mmf', 'amtAccepted': 64891000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021825 1,2025-02-18,Reverse Repo,,77817000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 68917000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021425 1,2025-02-14,Reverse Repo,,58770000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5125000000}, {'counterpartyType': 'mmf', 'amtAccepted': 53645000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021325 1,2025-02-13,Reverse Repo,,67820000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 61370000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021225 1,2025-02-12,Reverse Repo,,67670000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7225000000}, {'counterpartyType': 'mmf', 'amtAccepted': 60445000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021125 1,2025-02-11,Reverse Repo,,76446000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 67821000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021025 1,2025-02-10,Reverse Repo,,99653000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8005000000}, {'counterpartyType': 'mmf', 'amtAccepted': 91648000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020725 1,2025-02-07,Reverse Repo,,95248000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 10235000000}, {'counterpartyType': 'mmf', 'amtAccepted': 85013000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020625 1,2025-02-06,Reverse Repo,,79983000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 7615000000}, {'counterpartyType': 'mmf', 'amtAccepted': 72367000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020525 1,2025-02-05,Reverse Repo,,78788000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 69863000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
